ID,Event Title,Date,Location,Nearest City/Junction,Event Happened?,Suicide Attack?,In Baseline?,In CPOST?,CPOST ID,CPOST Criteria,CPOST Criteria - WHY?,CPOST Date,Cpost Date - Discrepancy,CPOST - Location,CPOST Location - Discrepancy,In GTD?,GTD ID,GTD Link,GTD File,GTD Criteria,GTD Criteria - WHY?,GTD Date,GTD Date - Discrepancy,GTD Location,GTD Location - Vicinity,GTD Location - Discrepancy,Notes
122,Jerusalem French Hill Bus 6 Bombing,5/18/2003,"Bus 6, French Hill Junction, Jerusalem",Jerusalem,YES,YES,Yes,YES,-937391681,YES,,5/18/2003,CORRECT,Jerusalem (West),JERUSALEM INCORRECT,YES,200305180001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305180001,2003-05-18.pdf (https://dl.airtable.com/EPpDmm2VTai9am31K0l6_2003-05-18.pdf),YES,,5/18/2003,CORRECT,Jerusalem,,CORRECT,
124,Afula Shopping Mall bombing,5/19/2003,"Amakim Mall, Afula",Afula,YES,YES,Yes,YES,581166522,YES,,5/19/2003,CORRECT,Afula,CORRECT,YES,200305190004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305190004,2003-05-19 (afula).pdf (https://dl.airtable.com/7POp33ASO2FBiTUP14OL_2003-05-19%20(afula).pdf),YES,,5/19/2003,CORRECT,Afula,,CORRECT,
123,"Kfar Darom Bombing, Gaza Strip",5/19/2003,"Near Kfar Darom, Gaza Strip",Kfar Darom,YES,YES,Yes,YES,308198663,YES,,5/19/2003,CORRECT,Kefar Darom (S),AREA,YES,200305190007,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305190007,2003-05-19 (kfar darom).pdf (https://dl.airtable.com/Dhrtso3yTC2KiDW1ZoQp_2003-05-19%20(kfar%20darom).pdf),YES,,5/19/2003,CORRECT,Kfar Darom,checked,CORRECT,
125,"Netzarim Roadside Bomb, Gaza Strip",5/22/2003,"Netzarim, Gaza Strip",Netzarim,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200305230002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305230002,2003-05-23.pdf (https://dl.airtable.com/lByxOiMQQbikImgNdEvr_2003-05-23.pdf),,,,,Near Netzarim; The incident took place near the Jewish settlement of Netzarim,checked,,Correct date may be 23 May
331,"Killing of a Suicide Bomber Near Sufa, Gaza Strip",5/30/2003,"Near Sufa, Gaza Strip",Sufa,YES,UNCLEAR,NO,NO,,,,,,,,YES,200305300004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200305300004,2003-05-30.pdf (https://dl.airtable.com/VMwoNi9URoSa7gjJMk6t_2003-05-30.pdf),PROBABLY,,5/30/2003,CORRECT,Unknown; The incident took place near Sufa,,AREA,
126,Jerusalem Davidka Square Bus 14A Bombing,6/11/2003,"Bus 14A, Near Davidka Sq., Downtown Jerusalem",Jerusalem,YES,YES,Yes,YES,772191590,YES,,6/11/2003,CORRECT,Jerusalem (West),CORRECT,YES,200306110002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200306110002,2003-06-11.pdf (https://dl.airtable.com/rsDGA3MHTqGRQ4B3044r_2003-06-11.pdf),YES,,6/11/2003,CORRECT,Jerusalem,,CORRECT,
127,Moshav Sdei Trumot Bombing,6/19/2003,Moshav Sdei Trumot,Sdei Trumot,YES,YES,Yes,YES,-422391789,YES,,6/19/2003,CORRECT,Beit Shean,INCORRECT,YES,200306190001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200306190001,2003-06-19.pdf (https://dl.airtable.com/C36bZKBkR0SsjEEVkaa3_2003-06-19.pdf),YES,,6/19/2003,CORRECT,Sdei Trumot,,CORRECT,
128,Moshav Kfar Yavetz Bombing,7/7/2003,Moshav Kfar Yavetz,Kfar Yavetz,YES,YES,Yes,YES,-1526982402,YES,,7/8/2003,INCORRECT,Kfar Yavets,CORRECT,YES,200307070009,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200307070009,2003-07-07.pdf (https://dl.airtable.com/joKCXdhSpONQ3XQDg4xM_2003-07-07.pdf),YES,,7/7/2003,CORRECT,Kfar Yavetz,,CORRECT,In CPOST: date coded 8 July
129,Ariel Bus Stop Bombing,8/12/2003,"Bus Stop, Outside Ariel ",Ariel,YES,YES,Yes,YES,-90405062,YES,,8/12/2003,CORRECT,Ariel (S),AREA,YES,200308120002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200308120002,2003-08-12 (ariel).pdf (https://dl.airtable.com/a4SXtAKRSx29rJk2Yawg_2003-08-12%20(ariel).pdf),YES,,8/12/2003,CORRECT,Ariel,checked,CORRECT,
130,Rosh HaAyin Minimarket Bombing,8/12/2003,"Minimarket, Bezeq St., Rosh HaAyin",Rosh HaAyin,YES,YES,Yes,YES,2027865322,YES,,8/12/2003,CORRECT,Rosh HaAyin,CORRECT,YES,200308120001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200308120001,2003-08-12 (rosh haayin).pdf (https://dl.airtable.com/TGcDw5G2TzWVsxFRLToy_2003-08-12%20(rosh%20haayin).pdf),YES,,8/12/2003,CORRECT,Rosh Haayin,,CORRECT,
131,Jerusalem Shmuel HaNavi Bus 2 bombing,8/19/2003,"Bus 2, Shmuel HaNavi St., Jerusalem",Jerusalem,YES,YES,Yes,YES,2008779066,YES,,8/19/2003,CORRECT,Jerusalem (West),CORRECT,YES,200308190002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200308190002,2003-08-19.pdf (https://dl.airtable.com/AVDuuhmLS5uC7DsDCqYg_2003-08-19.pdf),YES,,8/19/2003,CORRECT,Jerusalem,,CORRECT,
133,Jerusalem Café Hillel Bombing,9/9/2003,"Café Hillel, Emek Refaim St., Jerusalem",Jerusalem,YES,YES,Yes,YES,1121664256,YES,,9/9/2003,CORRECT,Jerusalem (West),CORRECT,YES,200309090001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200309090001,2003-09-09 (jerusalem).pdf (https://dl.airtable.com/FAp2tsKcRM2RkHLyfYEa_2003-09-09%20(jerusalem).pdf),YES,,9/9/2003,CORRECT,Jerusalem,,CORRECT,
132,Tzrifin Army Base Bus Stop Attack,9/9/2003,"Bus Stop, Near Tzrifin Army Base ",Tzrifin,YES,YES,Yes,YES,-1209982959,YES,,9/9/2003,CORRECT,Tzrifin,CORRECT,YES,200309090002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200309090002,2003-09-09 (tzrifin).pdf (https://dl.airtable.com/ErAdRmRymyGpTkgsQJQv_2003-09-09%20(tzrifin).pdf),YES,,9/9/2003,CORRECT,Tzrifin,,CORRECT,
134,Haifa Maxim Restaurant Massacre,10/4/2003,"Maxim Restaurant, Haifa",Haifa,YES,YES,Yes,YES,-1052966610,YES,,10/4/2003,CORRECT,Haifa,CORRECT,YES,200310040002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200310040002,2003-10-04.pdf (https://dl.airtable.com/Z9ezXm5kQVaogZgBQBG8_2003-10-04.pdf),YES,,10/4/2003,CORRECT,Haifa,,CORRECT,
135,Tulkarem DCO Offices Bombing,10/9/2003,"DCO Offices, Tulkarem, West Bank",Tulkarem,YES,YES,Yes,YES,-1123020774,YES,,10/9/2003,CORRECT,Tulkarm,CORRECT,YES,200310090004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200310090004,2003-10-09.pdf (https://dl.airtable.com/38hvJGAIS9uNcmb7TPxw_2003-10-09.pdf),YES,,10/9/2003,CORRECT,Tulkarem,checked,CORRECT,
136,"Beit Hanoun Junction Bombing, Gaza Strip",10/15/2003,Gaza Strip,Gaza Strip,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200310150002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200310150002,2003-10-15.pdf (https://dl.airtable.com/81a5Jc75Sq2AcAFpOxYQ_2003-10-15.pdf),,,,,Near Beit Hanoun; South of the Erez crossing point near Beit Hanoun,checked,,
137,Azzoun Village Bombing,11/3/2003,"Azzoun Village, West Bank",Azzoun,YES,YES,Yes,YES,-1535294010,YES,,11/3/2003,CORRECT,Qaqilyah,INCORRECT,YES,200311030001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200311030001,2003-11-03.pdf (https://dl.airtable.com/HyIrBi4XQw2mSbbkSOg4_2003-11-03.pdf),YES,,11/3/2003,CORRECT,Azzun,,CORRECT,
332,Bardala Arrest of Suicide Bombers,12/3/2003,"Bardala, West Bank",Bardala,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200312030003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200312030003,2003-12-03.pdf (https://dl.airtable.com/uQxpr7srQvOpzggI9BLs_2003-12-03.pdf),YES,,12/3/2003,CORRECT,Bardala,,CORRECT,
333,Hableh Arrest of Suicide Bombers,12/8/2003,"Hableh, West Bank",Hableh,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200312080002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200312080002,2003-12-08.pdf (https://dl.airtable.com/KFwPQiCuRJS1tySv4ZgE_2003-12-08.pdf),YES,,12/8/2003,CORRECT,Near Rosh Haayin; This incident occurred at a security check point before entry into town,checked,INCORRECT,
138,Geha Interchange Bus Stop Bombing,12/25/2003,"Bus Stop, Near Geha Bridge, Near Bnei Brak and Petah Tikva",Bnei Brak,YES,YES,Yes,YES,2078969394,YES,,12/25/2003,CORRECT,Peta Tikva,AREA,YES,200312250001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200312250001,2003-12-25.pdf (https://dl.airtable.com/ilLFpCFdTf6eEpgkrz4I_2003-12-25.pdf),YES,,12/25/2003,CORRECT,Tel Aviv,,INCORRECT,In GTD: location coded Tel Aviv
242,Jinsafut Work Accident,1/11/2004,"Near Jinsafut Village, West Bank",Jinsafut,YES,UNCLEAR,NO,YES,89057833,NO,"Apparently, the explosion was the result of a ""work accident.""
",1/11/2004,CORRECT,Jinsafut,AREA,YES,200401110002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200401110002,2004-01-11.pdf (https://dl.airtable.com/s6HXgN5TSoGp609TKPK8_2004-01-11.pdf),YES,,1/11/2004,CORRECT,Qedumim,,INCORRECT,"Probably a work accident, not suicide attack according to CPOST criteria. In GTD: location coded Kdumim"
139,"Erez Crossing Attack, Gaza Strip",1/14/2004,"Erez Crossing, Gaza Strip",Erez Checkpoint,YES,YES,Yes,YES,1565824350,YES,,1/14/2004,CORRECT,Gaza City,INCORRECT,YES,200401140001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200401140001,2004-01-14.pdf (https://dl.airtable.com/ceFZ1QZbQgSen6D2jKB4_2004-01-14.pdf),YES,,1/14/2004,CORRECT,Erez,,CORRECT,
140,Jerusalem Gaza Street Bus 19 Bombing,1/29/2004,"Bus 19, Corner of Gaza and Arlozorov dStreets, Rehavia, Jerusalem",Jerusalem,YES,YES,Yes,YES,1618675249,YES,,1/29/2004,CORRECT,Jerusalem (West),CORRECT,YES,200401290001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200401290001,2004-01-29.pdf (https://dl.airtable.com/vDvFiEc9QqCSjkdgJ0LG_2004-01-29.pdf),YES,,1/29/2004,CORRECT,Jerusalem,,CORRECT,
141,Jerusalem Liberty Bell Park Bus 14A Bombing,2/22/2004,"Bus 14A, Near Liberty Bell Garden, Jerusalem",Jerusalem,YES,YES,Yes,YES,105598966,YES,,2/22/2004,CORRECT,Jerusalem (West),CORRECT,YES,200402220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200402220001,2004-02-22.pdf (https://dl.airtable.com/0PlYeLtQ82pSo5JaTvcR_2004-02-22.pdf),YES,,2/22/2004,CORRECT,Jerusalem,,CORRECT,
243,"Kfar Darom Bycicle Bomb, Gaza Strip",2/27/2004,"IDF Outpost, Near Kfar Darom, Gaza Strip",Kfar Darom,YES,PROBABLY,Yes,YES,-882594288,UNCLEAR,"Bomb detonated prematurely, possibly as a result of a technical failure,",2/27/2004,CORRECT,Kefar Darom (S),CORRECT,NO,,,,,,,,,,,Could have been an accident
142,"Erez Crossing attack, Gaza Strip",3/6/2004,"Erez Crossing, Gaza Strip",Erez Checkpoint,YES,YES,Yes,NO,,,,,,,,YES,200403060004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200403060004,2004-03-06.pdf (https://dl.airtable.com/N0m4ZEdVQjKuWUOboCAJ_2004-03-06.pdf),YES,,3/6/2004,CORRECT,Erez,,CORRECT,
143,Ashdod Port Massacre,3/14/2004,"Seaport, Ashdod",Ashdod,YES,YES,Yes,YES,-540075166,YES,,3/14/2004,CORRECT,Ashdod,CORRECT,YES,200403140001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200403140001,2004-03-14.pdf (https://dl.airtable.com/Auy00xq3Sq6wO5jMSpea_2004-03-14.pdf),YES,,3/14/2004,CORRECT,Ashdod,,CORRECT,
144,"Erez Crossing attack, Gaza Strip",4/17/2004,"Erez Crossing, Gaza Strip",Erez Checkpoint,YES,YES,Yes,YES,442945200,YES,,4/17/2004,CORRECT,Erez Crossing,CORRECT,YES,200404170003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200404170003,2004-04-17.pdf (https://dl.airtable.com/SCclAtQqTOipJDxpzkwz_2004-04-17.pdf),YES,,4/17/2004,CORRECT,Erez,,CORRECT,
145,"Deir al-Balah Suicide Attack, Gaza Strip",4/26/2004,"Maghazi, Deir al-Balah, Gaza Strip",Maghazi,YES,PROBABLY,Yes,NO,,,,,,,,NO,,,,,,,,,,,
244,"Kfar Darom Car Bomb, Gaza Strip",4/28/2004,"Near Kfar Darom, Gaza Strip",Kfar Darom,YES,PROBABLY,Yes,YES,1433731134,UNCLEAR,It is unclear whether the attacker caused the jeep's detonation or was it or the IDF soldiers' fire.,4/28/2004,CORRECT,Kefar Darom (S),AREA,YES,200404280001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200404280001,2004-04-28.pdf (https://dl.airtable.com/xZVZrfQtQJa2tlsdTiSt_2004-04-28.pdf),YES,,4/28/2004,CORRECT,Unknown,,AREA,"Explosion might have been caused by IDF fire. In GTD: location coded ""Unknown"""
146,Beka'ot IDF Checkpoint Bombing,5/22/2004,"Beka'ot IDF Checkpoint, West Bank",Beka'ot,YES,YES,Yes,YES,-1662930568,YES,,5/22/2004,CORRECT,Beka'ot (S),AREA,YES,200405220002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200405220002,2004-05-22.pdf (https://dl.airtable.com/LM9nmUzvR6mLUkHk3u3X_2004-05-22.pdf),YES,,5/22/2004,CORRECT,Beqa'ot,,AREA,
245,"Rafah Bomb Jeep, Gaza Strip",5/28/2004,"Rafah Terminal, Gaza Strip",Rafah,YES,PROBABLY,Yes,YES,-19695629,PROBABLY,,5/28/2004,CORRECT,Rafah,AREA,NO,,,,,,,,,,,
334,Ramallah Arrest of Jerusalem Intended Bomber,7/2/2004,"Ramallah, West Bank",Ramallah,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200407020004,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200407020004,2004-07-02.pdf (https://dl.airtable.com/xTEUmzYHQ3apWiN72Hcw_2004-07-02.pdf),YES,,7/2/2004,CORRECT,Ramallah,,CORRECT,
147,Tel Aviv Bus Stop Bombing,7/11/2004,"Har Zion Blvd., Tel Aviv",Tel Aviv,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200407110001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200407110001,2004-07-11.pdf (https://dl.airtable.com/Ke9jZ6YcRWKWMrWAMqUg_2004-07-11.pdf),,,,,Tel Aviv,,,
335,Huwwarah Checkpoint Arrest of Terrorist,8/4/2004,"Huwwarah Checkpoint, near Nablus, West Bank",Nablus,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200408040003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200408040003,2004-08-04.pdf (https://dl.airtable.com/OIK5CTYJSaLoDKrLzKNL_2004-08-04.pdf),YES,,8/4/2004,CORRECT,Near Nablus; This incident occurred at the Huwwarah checkpoint near Nablus,checked,AREA,
148,Qalandiya IDF Checkpoint Attack,8/11/2004,"Qalandiya IDF Checkpoint, Near Qalandiya, West Bank",Qalandiya,YES,NO,NO,YES,255018646,NO,Bomb was apparently detonated with a remote control. Car was empty when it blew up.,8/11/2004,CORRECT,Qalandiya,AREA,NOT SUICIDE,200408110001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200408110001,2004-08-11.pdf (https://dl.airtable.com/UHnhmA1SiaVxTKX4deaz_2004-08-11.pdf),,,,,Near Jerusalem; This incident occurred near the Kalandia checkpoint on the road between Jerusalem and Ramallah,checked,,
149,Beersheba Buses 6 and 12 Bombings,8/31/2004,"Buses 6 and 12, Rager and HaMeshahrerim Streets, Beetsheba",Beersheba,YES,YES,Yes,YES,-932749832,YES,,8/31/2004,CORRECT,Beersheba,CORRECT,NO,,,,,,,,,,,"In CPOST: Split into two ""average"" events; In GTD: event does not appear"
177,CPOST Dual Coding - Beersheba Buses 6 and 12 Bombings,8/31/2004,"Bus 12, Beersheba",Beersheba,YES,DUPLICATE,NO,DUPLICATE,1902871973,DUPLICATE,,8/31/2004,DUPLICATE,Beersheba,CORRECT+DUPLICATE,NO,,,,,,,,,,,
151,Hableh Gate Bombing,9/14/2004,"Hableh Gate, Near Qalqilya",Qalqilya,YES,YES,Yes,YES,-1335384661,YES,,9/14/2004,CORRECT,Qaqilyah,AREA,YES,200409140005,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200409140005,2004-09-14.pdf (https://dl.airtable.com/xokpBW6NQ3mAGwAIU548_2004-09-14.pdf),YES,,9/14/2004,CORRECT,Qalqilya,,AREA,"Actual location: near Qalqilya. In CPOST and GTD: location coded ""Qalqilya"". "
152,Jerusalem French Hill Junction Bombing,9/22/2004,"French Hill Junction, Jerusalem",Jerusalem,YES,YES,Yes,YES,999006748,YES,,9/22/2004,CORRECT,Jerusalem (West),JERUSALEM INCORRECT,YES,200409220001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200409220001,2004-09-22.pdf (https://dl.airtable.com/QG92swJSSwqiWJU1oMFM_2004-09-22.pdf),YES,,9/22/2004,CORRECT,Jerusalem (West Bank and Gaza Strip),,CORRECT,
246,"Jebaliya Refugee Camp Bombing, Gaza Strip",10/5/2004,"Jebaliya Refugee Camp, Gaza Strip",Jebaliya,YES,YES,Yes,YES,755311217,YES,,10/5/2004,CORRECT,Jabaliya,CORRECT,NO,,,,,,,,,,,
153,Sinai Bombings,10/7/2004,"Sinai peninsula, Egypt",,"YES, OUTSIDE ISRAEL",YES,NO,NO,,,,,,,,,,,,,,,,,,,Not in Israel/Palestine
154,Tel Aviv Carmel Market Bombing,11/1/2004,"Carmel Market, Rambam St., Tel Aviv",Tel Aviv,YES,YES,Yes,YES,-1265315167,YES,,11/1/2004,CORRECT,Tel Aviv,CORRECT,YES,200411010001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200411010001,2004-11-01.pdf (https://dl.airtable.com/zfNpzHjeQlGl5Gdxpub1_2004-11-01.pdf),YES,,11/1/2004,CORRECT,Tel Aviv,,CORRECT,
336,Arrest Near Nablus of Attacker of IDF Paratroopers,12/4/2004,"Nablus, West Bank",Nablus,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200412040002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200412040002,2004-12-04.pdf (https://dl.airtable.com/qwpBIDQhTFKXz9Xa5yAd_2004-12-04.pdf),YES,,12/4/2004,CORRECT,Nablus,,CORRECT,
156,"Morag Attack, Gaza Strip",1/12/2005,"Near Morag, Gaza Strip",Morag,YES,NO,NO,NO,,,,,,,,NOT SUICIDE,200501120001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200501120001,2005-01-12.pdf (https://dl.airtable.com/7wSZYnodRQWi5byGCbbA_2005-01-12.pdf),,,,,Near Morag,checked,,
157,"Karni Crossing Attack, Gaza Strip",1/13/2005,"Karni crossing, Gaza Strip",Karni Crossing,YES,UNCLEAR,NO,NO,,,,,,,,NOT SUICIDE,200501140002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200501140002,2004-09-14.pdf (https://dl.airtable.com/shka2DorQOiavwfGG1ir_2004-09-14.pdf),,,,,Karni,,,In GTD: date coded 14 January
158,"Orhan Checkpoint Attack, Gaza Strip",1/18/2005,"IDF Orhan Checkpoint, Gush Katif Junction, Gaza Strip",Gush Katif,YES,YES,Yes,YES,-2121629020,YES,,1/18/2005,CORRECT,Gush Katif (S),AREA,YES,200501180002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200501180002,2005-01-18.pdf (https://dl.airtable.com/pNyIEJ6NS4CHzPyGlUOu_2005-01-18.pdf),YES,,1/18/2005,CORRECT,Near Gosh Qatif; The incident occurred at the at the Abu Hawli Crossing Israeli army checkpoint,checked,CORRECT,
159,Tel Aviv Promenade Stage Club Bombing,2/25/2005,"Stage Club, Promenade, Tel Aviv",Tel Aviv,YES,YES,Yes,YES,-869112163,YES,,2/25/2005,CORRECT,Tel Aviv,CORRECT,YES,200502250001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200502250001,2005-02-25.pdf (https://dl.airtable.com/NkWUn318SdKfIz4S5JTt_2005-02-25.pdf),YES,,2/25/2005,CORRECT,Tel Aviv,,CORRECT,
160,First Netanya HaSharon Mall Bombing,7/12/2005,"Near HaSharon Mall, Corner of Herzl and Petah Tikva Streets, Netanya",Netanya,YES,YES,Yes,YES,327188960,YES,,7/12/2005,CORRECT,Natanya,CORRECT,YES,200507120001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200507120001,2005-07-12.pdf (https://dl.airtable.com/xB9MxJpQRdG9tQz9G30W_2005-07-12.pdf),YES,,7/12/2005,CORRECT,Netanya,,CORRECT,
247,CPOST Dual Coding - Beersheba Central Bus Station Bombing ,8/12/2005,"Central Bus Station, Beersheba",Beersheba,YES,DUPLICATE,NO,DUPLICATE,-1113757559,DUPLICATE,,8/12/2005,INCORRECT+DUPLICATE,Beersheba,CORRECT+DUPLICATE,NO,,,,,,,,,,,"CPOST: Apparently refers to the 28 August 2005 incident (which is coded separately). If so, the MALAM document is equally incorrect."
161,Beersheba Central Bus Station Bombing ,8/28/2005,"Central Bus Station, Beersheba",Beersheba,YES,YES,Yes,YES,-1538000409,YES,,8/28/2005,CORRECT,Beersheba,CORRECT,YES,200508280003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200508280003,2005-08-28.pdf (https://dl.airtable.com/djUnt0MRcOXK6H5ZsWyA_2005-08-28.pdf),YES,,8/28/2005,CORRECT,Beersheba,,CORRECT,
162,Hadera Market Bombing,10/26/2005,"Market, Cornet of Herbert Samuel and Rothschild Streets, Hadera",Hadera,YES,YES,Yes,YES,-2134654500,YES,,10/26/2005,CORRECT,Hadera,CORRECT,YES,200510260001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200510260001,2005-10-26.pdf (https://dl.airtable.com/KB6gcCuRRRyfX6d37Uog_2005-10-26.pdf),YES,,10/26/2005,CORRECT,Hadera,,CORRECT,
163,Second Netanya HaSharon Mall Bombing,12/5/2005,"Outside HaSharon Shopping Mall, Netanya",Netanya,YES,YES,Yes,YES,-664168402,YES,,12/5/2005,CORRECT,Natanya,CORRECT,YES,200512050001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512050001,2005-12-05.pdf (https://dl.airtable.com/kAEIuJbKTlidySEQChZ6_2005-12-05.pdf),YES,,12/5/2005,CORRECT,Netanya,,CORRECT,
164,Tulkarem IDF Roadblock Bombing,12/29/2005,"IDF Checkpoint, South of Tulkarem, West Bank",Tulkarem,YES,YES,Yes,YES,1230235399,YES,,12/29/2005,CORRECT,Tulkarm,AREA,YES,200512290002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200512290002,2005-12-29.pdf (https://dl.airtable.com/OAW6QFZjRu6n25EttLlJ_2005-12-29.pdf),YES,,12/29/2005,CORRECT,Near Tulkarem; At an Israeli checkpoint near the northern West Bank town of Tulkarm,checked,CORRECT,
248,Jenin Suicide Attack,1/12/2006,"Near Jenin, West Bank",Jenin,YES,YES,Yes,YES,1180047694,YES,,1/12/2006,CORRECT,Jenin,AREA,YES,200601120002,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601120002,2006-01-12.pdf (https://dl.airtable.com/4QZ5TwRlSFuue8xJwBg5_2006-01-12.pdf),YES,,1/12/2006,CORRECT,Jenin,,AREA,
165,First Tel Aviv Rosh Ha'ir Restaurant Bombing,1/19/2006,"Rosh Ha’Ir Restaurant, Corner of Salomon and Neve Sha'anan Streets, Tel Aviv",Tel Aviv,YES,YES,Yes,YES,-1232312096,YES,,1/19/2006,CORRECT,Tel Aviv,CORRECT,YES,200601190003,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200601190003,2006-01-19.pdf (https://dl.airtable.com/Yzr00TQRGOIr1NU4vXB1_2006-01-19.pdf),YES,,1/19/2006,CORRECT,Tel Aviv,,CORRECT,
166,Kedumim Bombing,3/30/2006,"Near Kdumim, West Bank",Kdumim,YES,YES,Yes,YES,1756879033,PROBABLY,"According to some speculations, the attacker intended to blow himself at a large population center within Israel but the charge detonated prematurely while he was inside the car in which he was hitchhiking.",3/30/2006,CORRECT,Kedumim (S),AREA,YES,200603300001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200603300001,2006-03-30.pdf (https://dl.airtable.com/qPa2CXrRtuZNf67HT3uw_2006-03-30.pdf),YES,,3/30/2006,CORRECT,Kedumim,,AREA,In GTD: coded 3 fatalities included the terrorist
337,Thwarted Beit Shean Attack,4/2/2006,"Industrial Zone, Beit Shean",Beit Shean,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200604020012,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604020012,2006-04-02.pdf (https://dl.airtable.com/hvnbrZ8RgSDn2iknVE79_2006-04-02.pdf),UNCLEAR,"The arrested men did not possess any explosive device. According to some versions, they were innocent Palestinians who did not plan any attack but rather searched for work in Israel.",4/2/2006,CORRECT,Beit Shean,checked,AREA,
167,Second Tel Aviv Rosh Ha'ir Restaurant Bombing,4/17/2006,"Rosh Ha’Ir Restaurant, Corner of Salomon and Neve Sha'anan Streets, Tel Aviv",Tel Aviv,YES,YES,Yes,YES,92886340,YES,,4/17/2006,CORRECT,Tel Aviv,CORRECT,YES,200604170001,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200604170001,2006-04-17.pdf (https://dl.airtable.com/sa9P4lQSRP68uvsUDHdq_2006-04-17.pdf),YES,,4/17/2006,CORRECT,Tel Aviv,,CORRECT,
338,Capture of Bomber near Barkan,7/5/2006,"Near Barkan, West Bank",Barkan,YES,ATTACK AVERTED,NO,NO,,,,,,,,YES,200607050022,http://www.start.umd.edu/gtd/search/IncidentSummary.aspx?gtdid=200607050022,2006-07-05.pdf (https://dl.airtable.com/0VvvwApeTXG8IM0lQzcn_2006-07-05.pdf),YES,,7/5/2006,CORRECT,Near Barkan,checked,CORRECT,
